correo,empresa,sector,prioridad,estado,fecha_envio,notas
contabilidad@entremontehotel.com,SPA Y HOTELES S.A.S.,Empresa privada (DIAN),3,,,
laura.malaver@siglobpo.co,SIGLO COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
opcionesfinancieras6@gmail.com,OPCIONES FINANCIERAS DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
infraestructuranacional@gmail.com,IINFRAESTRUCTURA NACIONAL LIMITADA.,Empresa privada (DIAN),3,,,
impuestospuntofarma@hotmail.com,INVERSIONES FARMACEUTICAS PUNTOFARMA S.A.S.,Empresa privada (DIAN),3,,,
notificacionesjudiciales@experian.com,EXPERIAN COLOMBIA S.A.,Empresa privada (DIAN),3,,,
sergio.celedon@gea.com,GEA ANDINA S.A. S-GEA ANDINA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@proamerica.com.co,PROAMERICA S.A.S.,Empresa privada (DIAN),3,,,
inversoresbermont@outlook.com,INVERSORES BERMONT S.A.S.,Empresa privada (DIAN),3,,,
proyectosinmobiliarios@hotmail.es,INVERSIONES ORMU S.A.,Empresa privada (DIAN),3,,,
azipa@anasac.co,ANASAC COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
rscolombia@surcos.com,RED SURCOS COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
fmartin@noahproyectos.com,NOAH PROYECTOS LIMITADA.,Empresa privada (DIAN),3,,,
contador@geopolimerossas.com,GEOPOLIMEROS S.A.S.,Empresa privada (DIAN),3,,,
bienartsas@gmail.com,BIENES Y ARTE BIENART S.A.S.,Empresa privada (DIAN),3,,,
masaltini@colombia.com,MASALTINI S.A.S.,Empresa privada (DIAN),3,,,
jgarcia@garciaasesoresltda.com,INVERSIONES GOLDEN FIVE S.A.,Empresa privada (DIAN),3,,,
contabilidad@sapore.com.co,SAPORE S.A.S.,Empresa privada (DIAN),3,,,
jehr63@hotmail.com,HMR INGENIERIA S.A.S.,Empresa privada (DIAN),3,,,
consentido@solucionesatomo.com,INVERSIONES CON SENTIDO S.A.S,Empresa privada (DIAN),3,,,
licitaciones@hehcolombia.com,HIDALGO E HIDALGO S.A. SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
nilesh@vikudha.com,VIKUDHA ANDINA S.A.S.,Empresa privada (DIAN),3,,,
disarcoeu@yahoo.com,DISEÑO ARQUITECTONICO Y CONSTRUCCION DISARCO E U,Empresa privada (DIAN),3,,,
contabilidad@ecopulpack.co,PULPACK S.A.S.,Empresa privada (DIAN),3,,,
carolina.rendon@avepal.com,AVEPAL S.A.S.,Empresa privada (DIAN),3,,,
bco@brueckner.com,BRUECKNER COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
jortega@proquimort.com,PROQUIMORT IMPORT S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
macrilplasl@hotmail.com,MACRILPLAS LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad1@mac-center.com,MAC CENTER COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
info@lohenergy.com.co,LOH ENERGY SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
contabilidad@geotechnologyla.com.co,GEO TECHNOLOGY LA SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
adriana.medina@suelopetrol.com.co,SUELOPETROL S.A. SACA SUCURSAL,Empresa privada (DIAN),3,,,
notificaciones@acercasa.co,ACERCASA S.A.S.,Empresa privada (DIAN),3,,,
alexandra_bernal@bat.com,BRITISH AMERICAN TOBACCO COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
gustavo.avila@zoetis.com,ZOETIS COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
diana.pinila29@hotmail.com,INVERSIONES DE CAPITAL INMOBILIARIO S.A.S.,Empresa privada (DIAN),3,,,
elisavanegas55@gmail.com,SAMATOCK,Empresa privada (DIAN),3,,,
derek.tibble@sager.com.co,COMPAÑIA DE INVERSIONES SSB LIMITADA.,Empresa privada (DIAN),3,,,
rgutierrez1041@gmail.com,LA BONNE TERRE S.A.S.,Empresa privada (DIAN),3,,,
miguel.arias@nacemoscta.com,LUANA Y GAJU S.A.S.,Empresa privada (DIAN),3,,,
gerenciacm@gmail.com,MANOS LATINAS COLOMBIA  REAL ESTATE S.A.S.,Empresa privada (DIAN),3,,,
info@psi-sas.com,P.S.INTERNATIONAL S.A.S.,Empresa privada (DIAN),3,,,
gabriel.salazar1955@gmail.com,DE BRIGARD OCHOA & COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
vitaebogotamspa@gmail.com,VITAE BOGOTA MEDICINA ESTETICA LIMITADA.,Empresa privada (DIAN),3,,,
centuryexport@hotmail.com,COMERCIALIZADORA INTERNACIONAL CENTURY EXPORTACIONES S.A.S.,Empresa privada (DIAN),3,,,
ysalinas@salinas.com.co,SALINAS CONSULTORES ASOCIADOS S.A.S.,Empresa privada (DIAN),3,,,
lrodriguez@colombiacleanpower.com,COLOMBIA CLEAN POWER S.A.S.,Empresa privada (DIAN),3,,,
cymurbanizadora@hotmail.com,C&M URBANIZADORA S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
gerencia@datacom.com.co,DATACOM REDES Y COMUNICACIONES LIMITADA,Empresa privada (DIAN),3,,,
rherran@loginsa.co,LOGINSA COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
abedoya@fsa-law.com,FIGUEROA SIERRA Y ASOCIADOS ABOGADOS S.A.S.,Empresa privada (DIAN),3,,,
impuestos@biotecnik.com,BIOTECNIK S.A.S.,Empresa privada (DIAN),3,,,
cpa@actuarioscpa.com,INVERMASE S.A.S.,Empresa privada (DIAN),3,,,
miguelsesana@hotmail.com,RANICA S.A.S.,Empresa privada (DIAN),3,,,
quie.sas@gmail.com,QUIEVI  S.A.S.,Empresa privada (DIAN),3,,,
marcela.acuna@corficolombiana.com,CFC GAS HOLDING S.A.S.,Empresa privada (DIAN),3,,,
alejandrosotoyasociados@gmail.com,INVERSIONES CIPRESA S.A.S.,Empresa privada (DIAN),3,,,
parqueolasgirardot@gmail.com,PARQUE ECOLOGICO RECREACIONAL DE LAS AGUAS DE GIRARDOT LTDA.,Empresa privada (DIAN),3,,,
dino@saloniabogados.com,PORRAS ARDILA OROZCO ESCHAVENATO Y COMPAÑIA S.C.S.,Empresa privada (DIAN),3,,,
josemaria35@gmail.com,AGROSIPLA LIMITADA.,Empresa privada (DIAN),3,,,
tatatorres16@yahoo.com,COMPAÑIA MINERA LA TRINIDAD S EN C S,Empresa privada (DIAN),3,,,
contabilidad@paisaje-urbano.com,PAISAJE URBANO LIMITADA.,Empresa privada (DIAN),3,,,
miguelriverosc@gmail.com,METROPROYECTOS DE INGENIERIA S.A.,Empresa privada (DIAN),3,,,
redesymontajescontabilidad@yahoo.es,REDES Y MONTAJES HIDRAULICOS S.A.S.,Empresa privada (DIAN),3,,,
gerencia@biointech.co,BIOINTECH S.A.S.,Empresa privada (DIAN),3,,,
tramites@dsierra.com,COMPAÑIA MULTIVENTAS S.A.S,Empresa privada (DIAN),3,,,
jordaqui@gmail.com,QUINVER S.A.S.,Empresa privada (DIAN),3,,,
quycaconstruc@gmail.com,QUYCA CONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
osaca123@hotmail.com,CONSTRUCTORA ESPARTA S.A.S.,Empresa privada (DIAN),3,,,
cacero@asoconsult.com.co,CONSULTORES ASOCIADOS ASOCONSULT S.A.S.,Empresa privada (DIAN),3,,,
mbernal@ngenergyintl.com,MKMS ENERJI SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
grupoestacion@estacion.com.co,SALAZAR SALAMANCA S.A.S.,Empresa privada (DIAN),3,,,
impuestosic@ic-inversiones.com,IC INVERSIONES S.A.S.,Empresa privada (DIAN),3,,,
multihogarsas@outlook.com,ALMACENES MULTIHOGAR S.A.S.,Empresa privada (DIAN),3,,,
lidercontabilidadivac@gmail.com.co,INVERSIONES ACREDITADAS S.A.S.,Empresa privada (DIAN),3,,,
hernanavilav@hotmail.com,DIEGO JARAMILLO GOMEZ CONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
claudiamilenabuitrago@hotmail.com,POWER PETROLEUM INTERNATIONAL CO. LIMITED COLOMBIA,Empresa privada (DIAN),3,,,
paola.romero@levacolsas.com,LEVAPAN COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
contabilidad@hse-colombia.com,HEALTH SAFETY AND ENVIRONMENT LTD,Empresa privada (DIAN),3,,,
info@trituradosytriturados.com,TRITURADOS Y TRITURADOS LIMITADA.,Empresa privada (DIAN),3,,,
consinatel2012@gmail.com,CONSTRUCTORA SINATEL  LTDA.,Empresa privada (DIAN),3,,,
andres.sandoval@thera-intl.com,THERA RECVOVERY COLOMBIA S.A.,Empresa privada (DIAN),3,,,
smingenierialtda@gmail.com,S Y M  INGENIERIA  S.A.S,Empresa privada (DIAN),3,,,
sbarreto7@yahoo.com.co,BEXING S.A.S,Empresa privada (DIAN),3,,,
contactoryuconstructores@gmail.com,R&U CONSTRUCTORES S.A.S.,Empresa privada (DIAN),3,,,
emeraldplanet@hotmail.com,EMERALD PLANET S.A.S. CI,Empresa privada (DIAN),3,,,
tatycap71@gmail.com,CONSTRUCCIONES E INVERSIONES POLAR S.A.S.,Empresa privada (DIAN),3,,,
jiduranr@tabascooil.com,TABASCO OIL COMPANY LLC,Empresa privada (DIAN),3,,,
construimosagltda@gmail.com,CONSTRUIMOS AG S.A.S.,Empresa privada (DIAN),3,,,
vicgar.ltda@gmail.com,VICGAR S.A.S.,Empresa privada (DIAN),3,,,
omar.sanchez@anclaing.com,ANCLA INGENIERIA S.A.S.,Empresa privada (DIAN),3,,,
itec@itec-sas.com,INGENIERIA TECNICA Y CIENTIFICA S.A.S.,Empresa privada (DIAN),3,,,
mtmctl@gmail.com,TINJACA LEON MINAS MONTECRISTO & COMPAÑIA S EN C,Empresa privada (DIAN),3,,,
acopiosppr@hotmail.com,SUCESORES PEDRO PABLO ROZO GUAQUETA E HIJOS Y COMPAÑIA LIMITADA,Empresa privada (DIAN),3,,,
andesan64@gmail.com,CALPRECO LIMITADA.,Empresa privada (DIAN),3,,,
ricardopedrozap@gmail.com,DURRBLUM COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
angela.luna@tribeca.com.co,TRIBECA ASSET MANAGEMENT S.A.S.,Empresa privada (DIAN),3,,,
carlos.pachon@corficolombiana.com.co,CFC PRIVATE EQUITY HOLDINGS S.A.S.,Empresa privada (DIAN),3,,,
admoncol@quelaris.com,QUELARIS COLOMBIA  S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@fluidcontainment.com,DECO GLASS INTERNACIONAL S.A.S.,Empresa privada (DIAN),3,,,
constructoraelcirculo.sas@gmail.com,CONSTRUCTORA EL CIRCULO S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@grssa.com,GENERAL RIGS SERVICES S.A.,Empresa privada (DIAN),3,,,
grupogaitancuevassas@gmail.com,GRUPO GAITAN CUEVAS S.A.S.,Empresa privada (DIAN),3,,,
contador@hidroconsulting.com.co,HIDROCONSULTING S.A.S.,Empresa privada (DIAN),3,,,
compras@atssa.co,ASFALTOS Y TRITURADOS DE LA SABANA S.A.S.,Empresa privada (DIAN),3,,,
bestlimited@hotmail.com,BESTOOLS LIMITADA.,Empresa privada (DIAN),3,,,
asesoriasjj2020@gmail.com,RAL CONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
inversionesterysas@gmail.com,INVERSIONES TERY S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@activosyfinanzas.com,ACTIVOS Y FINANZAS S.A.,Empresa privada (DIAN),3,,,
serviciocliente@idestra.net,IDESTRA S. A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
daniel@enex.co,PONTEVEDRA CAPITAL COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
asisgerencia.pinar@gmail.com,GRUPO  RI S.A.S.,Empresa privada (DIAN),3,,,
cpaez@fginversiones.com,SEED INVESTMENT S.A.S.,Empresa privada (DIAN),3,,,
analiaa@docuprint.com,IT LOGISTIC LIMITADA.,Empresa privada (DIAN),3,,,
info@cgbingenieria.com,CGB INGENIERIA Y CONSULTORIA LIMITADA.,Empresa privada (DIAN),3,,,
direccioncompras@avicolasrr.com,AVICOLAS RR DEL ORIENTE S AS,Empresa privada (DIAN),3,,,
notificacionesjuridicasgrupo@gmail.com,ASTORIA PLAZA S.A.S.,Empresa privada (DIAN),3,,,
mauricioespinosa@une.net.co,CATERING ANDINA S.A.S.,Empresa privada (DIAN),3,,,
isabel.rios@sinergylowells.com,SINERGY ANDINA Y DEL CARIBE SOLUCIONES EN INFORMATICA S.A.S,Empresa privada (DIAN),3,,,
marlen.rosero@idestra.net,GESPROYECT S. A.,Empresa privada (DIAN),3,,,
buenopol@schaeffler.com,SCHAEFFLER COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
gamoingenieros@gmail.com,GAMO  INGENIEROS  S.A.S.,Empresa privada (DIAN),3,,,
ramirami19@hotmail.com,INVERSIONES RAMI RAMI S.A.,Empresa privada (DIAN),3,,,
kreina@fginversiones.com,SOCIEDAD ASESORA DE FONDOS Y NEGOCIOS S.A.S.,Empresa privada (DIAN),3,,,
notificacionesjudiciales@cash24-7.co,E - CREDIT S.A.S,Empresa privada (DIAN),3,,,
masterproyectos@hotmail.com,CONSTRUCCIONES MASTER Y COMPAÑIA LIMITADA.,Empresa privada (DIAN),3,,,
jcrafinanciero@gmail.com,SOLUCIONES INTEGRALES EN CONSTRUCCION V & M SICO S.A.S.,Empresa privada (DIAN),3,,,
construandes@hotmail.com,CONSTRUCTORA DE LOS ANDES LIMITADA.,Empresa privada (DIAN),3,,,
marcentur@gmail.com,MARCENTUR S.A.S.,Empresa privada (DIAN),3,,,
claudiacaldero@gmail.com,INVERSIONES CONSTRUCCIONES TORO S.A.S.,Empresa privada (DIAN),3,,,
arionsa@gmail.com,ARION S.A.,Empresa privada (DIAN),3,,,
angelasantacruz@yahoo.com,LONDO?O SANTACRUZ & COMPAÑIA S C A,Empresa privada (DIAN),3,,,
contabilidad@variedadesplasticas.com,VARIEDADES PLASTICAS DE COLOMBIA LIMITADA. EN REORGANIZACION,Empresa privada (DIAN),3,,,
qbikaconstruccionesinversiones@gmail.com,QBKA INVERCONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
bngiraldo@yahoo.com,IDENTIFICAR S.A.,Empresa privada (DIAN),3,,,
iye@etb.net.co,INTERNET & ESTRATEGIA S.A.,Empresa privada (DIAN),3,,,
arengifo@puertobahia.com.co,ZONA FRANCA BAHIA DE CARTAGENA S.A.S.,Empresa privada (DIAN),3,,,
gerencia@zabalaconsultores.com,J A ZABALA & CONSULTORES ASOCIADOS S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
polymedicaldecolombia@gmail.com,POLYMEDICAL DE  COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
administracion@jicingenieria.com,J IGNACIO CONTRERAS Y COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
mrestrepo@hotmail.com,FORANO GROUP S.A.S.,Empresa privada (DIAN),3,,,
revisoriafiscal@excelenciaexequial.co,INVERSIONES MONTE SACRO LIMITADA,Empresa privada (DIAN),3,,,
robertosalasr@gmail.com,INVERSIONES RLS LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@growdata.com.co,GROW DATA S.A.S.,Empresa privada (DIAN),3,,,
margaraba@hotmail.com,SOGADAL Y COMPAÑIA S EN C,Empresa privada (DIAN),3,,,
smartinez@marquesvl.com,INVERSIONES GTC S.A.S.,Empresa privada (DIAN),3,,,
gerencia@grupocarbon.com,CARBON 100  S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@co.multivac.com,CORPORACION MULTIACTIVAC S.A.S.,Empresa privada (DIAN),3,,,
galvarez@gessa.com.co,GRUPO EMPRESARIAL SATELITE S.A.,Empresa privada (DIAN),3,,,
gerencia.ariguani@ariguani.com.co,CONSTRUCTORA ARIGUANI S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
notificaciones.gerencia@olimpiait.com,OLIMPIA IT S.A.S,Empresa privada (DIAN),3,,,
ligia.salas@reliarisk.com,RELIABILITY AND RISK MANAGEMENT COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
licitaciones@concitec.co,CONCITEC LIMITADA.,Empresa privada (DIAN),3,,,
jlivingneira@hotmail.com,APK PETROLEUM ENGINEERING TECHNICAL EQUIPMENT LTDA.,Empresa privada (DIAN),3,,,
gutierrezpatinoarias@gmail.com,GUTIERREZ PATIÑO & COMPAÑIA S.A.S,Empresa privada (DIAN),3,,,
contabilidad@aquadatos.com,AQUADATOS S.A.,Empresa privada (DIAN),3,,,
impuestos@constructoracolpatria.com,PROMOTORES DEL CARIBE S.A.S,Empresa privada (DIAN),3,,,
maosando@yahoo.es,INVERSIONES BUGANVILLA S.A. S-EN REORGANIZACION,Empresa privada (DIAN),3,,,
roalfo.juridico@gmail.com,MARTDOS S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@fluidcontainmen.com,FLUID CONTAINMENT COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
gerenciasanpit@gmail.com,SANPIT INVERSIONES S.A.,Empresa privada (DIAN),3,,,
ricardo.hands@bakerhughes.com,BAKER HUGHES ESP COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
maria.espitia@abbvie.com,ABBVIE S.A.S,Empresa privada (DIAN),3,,,
happylandclub@hotmail.com,"AMEZQUITA ROJAS CLUB NAUTICO HAPPYLAND Y COMPAÑIA  S EN C, EN REORGANIZACION",Empresa privada (DIAN),3,,,
admcontable@powergroup.com.co,POWER GROUP S.A.S.,Empresa privada (DIAN),3,,,
angela.ruiz@atrapalo.com.co,ATRAPALO COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
a.paiva@conergia.com.co,CONERGIA S.A.S.,Empresa privada (DIAN),3,,,
claudia_sosa@discovery.com,DISCOVERY COMMUNICATIONS COLOMBIA LTDA.,Empresa privada (DIAN),3,,,
notificacionesfin@porsche-colombia.co,PORSCHE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
administrativo@generalfluids.com,GENERAL FLUIDS S.A.S.,Empresa privada (DIAN),3,,,
paola.hernandez@lgcns.com,LG CNS COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
notificaciones@transunion.com,CIFIN S.A.S.,Empresa privada (DIAN),3,,,
yulieavalencia@eaton.com,COOPER INDUSTRIES COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
notificacionesjudiciales@cenit-transporte.com,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S.,Empresa privada (DIAN),3,,,
gerencia@alhumea.com,ALIANZA DEL HUMEA S.A.S.,Empresa privada (DIAN),3,,,
ntn24@ntn24.com,NTN24 S.A.S.,Empresa privada (DIAN),3,,,
anderson.fajardo@imberacooling.com,IMBERA SERVICIOS COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
aceitesmorichal@yahoo.es,ACEITES MORICHAL S.A.S.,Empresa privada (DIAN),3,,,
notificacionesjudiciales@sophossolutions.com,SOPHOS SOLUTIONS S.A.S.,Empresa privada (DIAN),3,,,
gerenteplanta@isainternacional.net,INGENIERIA Y SERVICIOS AMBIENTALES ISA INTERNACIONAL LTDA-EN REORGANIZACION,Empresa privada (DIAN),3,,,
vertixconstruccionesltda@gmail.com,VERTIX CONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
maria.romero@magefesa.com.ve,MAGEFESA COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
info@gvingenieros.com,G.V. INGENIEROS LIMITADA.,Empresa privada (DIAN),3,,,
jmoreno@bioconstrucciones.com,SOMER ENTERPRISES DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
codexprosas@gmial.com,CODEXPRO S.A.S. COLOMBIANA DE EXTRUSION POLIETILENO Y POLIPROPILENO S.A.S.  EN R,Empresa privada (DIAN),3,,,
riboh.auditoria@gmail.com,R2 ENERGY SOLUTIONS S.A.S.,Empresa privada (DIAN),3,,,
analistacontable@ayt.com.co,TOTAL CO S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@offiesco.com,INVERSIONES VADISA S.A.S.,Empresa privada (DIAN),3,,,
sergio.lemus@zte.com.cn,ZTE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
financiera@arturocalle.com,COMERCIALIZADORA ARTURO CALLE S.A.S,Empresa privada (DIAN),3,,,
invilsenc@gmail.com,INVERSIONES E INGENIERIA VILLEGAS GUTIERREZ S.A.S.,Empresa privada (DIAN),3,,,
mbasto@integralinvestments.com.co,OLEODUCTO DEL NORTE DE COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
walkiriacoinversiones@gmail.com,WALKIRIA COMPAÑIA DE INVERSIONES S.A.S.,Empresa privada (DIAN),3,,,
impuestos.colombia@borets.com,BORETS SERVICES LTD SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
recaudobogotasas@rbsas.co,RECAUDO BOGOTA S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
notificaciones.altea@alteafarma.com.co,ALTEA FARMACEUTICA S.A.,Empresa privada (DIAN),3,,,
luisf.ramirez@gctolimense.com,"GRUPO COMERCIAL TOLIMENSE S.A.S., EN REORGANIZACION",Empresa privada (DIAN),3,,,
carnes@yahoo.com,COLOMBIANA DE CARNES CJC S.A.S.,Empresa privada (DIAN),3,,,
alcatorosas@gmail.com,GRUPO SOLUCIONES Y SERVICIOS DE INGENIERIA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@civitarq.com,CIVILIZACION TECNICA Y ARQUITECTURA S.A.S.,Empresa privada (DIAN),3,,,
h.saavedra@buenvivirconstrucciones.com,CONSTRUCCIONES BUEN VIVIR S.A.S,Empresa privada (DIAN),3,,,
contabilidad01@coinvertex.com.co,COMERCIALIZADORA E INVERSIONES S.A.S.,Empresa privada (DIAN),3,,,
laura.amaya@easyfly.co,EMPRESA AEREA DE SERVICIOS Y FACILITACION LOGISTICA INTERGRAL S.A. EASYFLY S.A.,Empresa privada (DIAN),3,,,
avelandia@sacseguridad.com,SAC SEGURIDAD AUTOMATIZACION YC ONTROL S.A.S.,Empresa privada (DIAN),3,,,
contador@sumasysoluciones.com,SUMAS Y SOLUCIONES S.A.S.,Empresa privada (DIAN),3,,,
fernando.rivera@totalenergies.co,TOTAL E&P COLOMBIE SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
admon@donvela.co,DONVELA INVESTMENTS S.A.S.,Empresa privada (DIAN),3,,,
citycolombia2018@gmail.com,CITYMOVIL COLOMBIA S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
geoforagrosltda@gmail.com,GEOFORAGROS LIMITADA.,Empresa privada (DIAN),3,,,
info@audioconcept.com.co,AUDIO CONCEPT DE COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
refriandinadecarga4@gmail.com,COMERCIALIZADORA INTERNACIONAL COLDESIGN  C I  LIMITADA. EN REORGANIZACION,Empresa privada (DIAN),3,,,
acharry@venturagroup.com,OINSAS S.A.,Empresa privada (DIAN),3,,,
jgomez@palmaceitera.com,AGROINDUSTRIAL DE PALMA  ACEITERA S.A. SUC COLOMBIA,Empresa privada (DIAN),3,,,
jgomez@broomcolombia.com,BROOM COLOMBIA S.A.,Empresa privada (DIAN),3,,,
amelor@proactiva.com.co,PROACTIVA DOÑA JUANA ESP S.A.,Empresa privada (DIAN),3,,,
colbank@gmail.com,COLBANK S.A. BANCA DE INVERSION,Empresa privada (DIAN),3,,,
co.notificacionesjudiciales@geo-park.com,GEOPARK COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
notificaciones@keruicolombia.com,SHANDONG KERUI PETROLEUM EQUIPMENT CO.LTD,Empresa privada (DIAN),3,,,
aospina@invecsa.com,INVERSIONES CONCENTRADOS S.A.S.,Empresa privada (DIAN),3,,,
rb_contabilidda@sagas.com.co,REMPOWER SOLUTIONS RH S.A.S.,Empresa privada (DIAN),3,,,
gerencia@kfc.co,INVERSIONES INT COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@lamaloka.com,HOGARES DE PASO LA MALOKA LIMITADA.,Empresa privada (DIAN),3,,,
roatorressas@gmail.com,ROA TORRES S.A.S.  EN REORGANIZACION,Empresa privada (DIAN),3,,,
impuestos.ladm@ferrero.com,FERRERO LATIN AMERICAN DEVELOPING MARKET S.A.S.,Empresa privada (DIAN),3,,,
info@g3e.com.co,G3E S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@originarsoluciones.com,ORIGINAR SOLUCIONES S.A.S.,Empresa privada (DIAN),3,,,
ketty.ortega@educar.com.co,EDITORA INTERACTIVA S.A.,Empresa privada (DIAN),3,,,
cabanadelpanalltda@hotmail.com,COMERCIALIZADORA LA CABAÑA DEL PAÑAL S.A.S.,Empresa privada (DIAN),3,,,
amaldonado@caudalesdecolombia.com.co,CAUDALES DE COLOMBIA S.A. ESP,Empresa privada (DIAN),3,,,
gerencia@gng.com.co,GNG INGENIERIA S.A.S.,Empresa privada (DIAN),3,,,
co.andres.diaz@ap-grupo.com,ADVANCED PRODUCTS COLOMBIA LTDA.,Empresa privada (DIAN),3,,,
jpena@kasselnavas.com.co,INVERSIONES KASSEL NAVAS S.A.S.,Empresa privada (DIAN),3,,,
diana.tarazona@coinversa.com,COINVER S.A. CONSTRUCCIONES INGENIERIA E INVERSIONES,Empresa privada (DIAN),3,,,
constructorabilbao2011@hotmail.com,INVERSIONES Y CONSTRUCCIONES BILBAO LIMITADA.,Empresa privada (DIAN),3,,,
gildo.costa@eurofarma.com,EUROFARMA COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
gloriabriceno.jcol@orange.com,JAZZPLAT COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
gerencia@warco.com.co,WARCO S.A.S.,Empresa privada (DIAN),3,,,
sony_lucia@hotmail.com,KMS STUDIO S.A.S.,Empresa privada (DIAN),3,,,
progresarmym@hotmail.com,PROGRESAR M&M S.A.S.,Empresa privada (DIAN),3,,,
alanhippman@aol.com,SEDA GROUP S.A.S.,Empresa privada (DIAN),3,,,
craingltda@yahoo.es,CRAING LIMITADA,Empresa privada (DIAN),3,,,
finanzainversiones2011@gmail.com,FINANZA INVERSIONES S.A.S.,Empresa privada (DIAN),3,,,
hidromec@hidromecanicas.com,HIDROMECANICAS LIMITADA. INGENIERIA GESTION Y AUDITORIA AMBIENTAL LIMITADA,Empresa privada (DIAN),3,,,
maquitransltda@gmail.com,MAQUINARIA Y TRANSPORTE LIMITADA.,Empresa privada (DIAN),3,,,
rloaiza@psaqua.com,PRO-SISTEMAS AQUA S.A.S,Empresa privada (DIAN),3,,,
lazaro@carbosocha.com.co,CARBOSOCHA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@alimso.com,ALIMSO CATERING SERVICES S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
jarjona@logrosfactoring.com.co,LOGROS FACTORING COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@fwcargo.com,TRANSPORTES FW S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
contador@d5e.com.co,DESARROLLOS CINCO ESTRELLAS S.A.S.,Empresa privada (DIAN),3,,,
info@jchcatering.com.co,JCH SERVICES S.A.S.,Empresa privada (DIAN),3,,,
ocbos@santillana.com,EDUCACTIVA S.A.S.,Empresa privada (DIAN),3,,,
notificacionjudicialpromotora@gmail.com,PROMOTORA 63 S.A.S,Empresa privada (DIAN),3,,,
